Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Kemal Ademi,ch SUI,"FW,MF",Paderborn 07,25,1996,6,1,160,1.8,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.3,3,5,10,0.56,0.00,0.56,0.56,0.56,0.72,0.04,0.75,0.72,0.75
Aremu Afeez,ng NGA,MF,St. Pauli,21,1999,21,14,"1,200",13.3,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,12,57,6,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Felix Agu,de GER,"DF,FW",Werder Bremen,21,1999,26,18,"1,641",18.2,0,2,2,0,0,0,0,0,1.6,1.6,2.4,4.0,57,61,118,0.00,0.11,0.11,0.00,0.11,0.09,0.13,0.22,0.09,0.22
Antonis Aidonis,de GER,DF,Dresden,20,2001,11,4,434,4.8,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.1,7,20,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Michael Akoto,de GER,"DF,MF",Dresden,24,1997,30,28,"2,508",27.9,1,1,2,1,0,0,7,1,2.3,2.3,0.7,3.0,44,128,49,0.04,0.04,0.07,0.04,0.07,0.08,0.03,0.11,0.08,0.11
Andreas Albers,dk DEN,FW,Jahn R'burg,31,1990,32,30,"2,718",30.2,9,3,12,7,2,2,3,0,9.9,8.4,3.3,11.6,20,63,159,0.30,0.10,0.40,0.23,0.33,0.33,0.11,0.44,0.28,0.39
Faride Alidou,de GER,"FW,MF",Hamburger SV,20,2001,23,15,"1,220",13.6,2,3,5,2,0,0,3,0,3.5,3.5,2.6,6.1,44,34,112,0.15,0.22,0.37,0.15,0.37,0.26,0.19,0.45,0.26,0.45
Etienne Amenyido,tg TOG,"FW,MF",St. Pauli,23,1998,13,8,580,6.4,3,3,6,3,0,0,1,0,1.7,1.7,1.0,2.7,6,7,47,0.47,0.47,0.93,0.47,0.93,0.27,0.15,0.42,0.27,0.42
Frederic Ananou,tg TOG,DF,Paderborn 07,23,1997,6,6,530,5.9,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,5,20,10,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
Nico Antonitsch,at AUT,DF,Ingolstadt 04,29,1991,28,25,"2,265",25.2,1,0,1,1,0,0,4,0,1.1,1.1,0.1,1.3,4,43,4,0.04,0.00,0.04,0.04,0.04,0.05,0.01,0.05,0.05,0.05
Shinta Appelkamp,de GER,"MF,FW",Düsseldorf,20,2000,26,20,"1,696",18.8,3,0,3,3,0,0,1,0,2.5,2.5,3.4,5.9,37,111,116,0.16,0.00,0.16,0.16,0.16,0.13,0.18,0.31,0.13,0.31
Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,21,2000,24,9,893,9.9,2,1,3,2,0,0,4,0,3.8,3.8,0.7,4.5,28,12,62,0.20,0.10,0.30,0.20,0.30,0.38,0.07,0.45,0.38,0.45
Ahmet Arslan,de GER,"MF,FW",Holstein Kiel,27,1994,7,2,229,2.5,0,1,1,0,0,0,2,0,0.5,0.5,0.4,0.9,5,11,11,0.00,0.39,0.39,0.00,0.39,0.21,0.16,0.37,0.21,0.37
Ensar Arslan,de GER,FW,Darmstadt 98,19,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Roger Assalé,ci CIV,"MF,FW",Werder Bremen,27,1993,6,0,123,1.4,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.6,2,4,12,0.00,0.00,0.00,0.00,0.00,0.25,0.17,0.42,0.25,0.42
Mehmet Aydin,de GER,"FW,DF",Schalke 04,19,2002,18,8,780,8.7,1,1,2,1,0,0,2,0,0.9,0.9,1.0,1.8,26,25,37,0.12,0.12,0.23,0.12,0.23,0.10,0.11,0.21,0.10,0.21
Janik Bachmann,de GER,MF,Sandhausen,25,1996,33,30,"2,592",28.8,6,2,8,6,0,0,4,0,3.8,3.8,2.8,6.7,14,76,87,0.21,0.07,0.28,0.21,0.28,0.13,0.10,0.23,0.13,0.23
Matthias Bader,de GER,DF,Darmstadt 98,24,1997,30,30,"2,605",28.9,1,8,9,1,0,0,6,0,0.8,0.8,4.9,5.8,68,118,85,0.03,0.28,0.31,0.03,0.31,0.03,0.17,0.20,0.03,0.20
Florian Ballas,de GER,DF,Erzgebirge Aue,28,1993,3,2,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fin Bartels,de GER,"FW,MF",Holstein Kiel,34,1987,27,25,"2,088",23.2,4,2,6,4,0,0,3,0,5.1,5.1,3.6,8.8,57,100,155,0.17,0.09,0.26,0.17,0.26,0.22,0.16,0.38,0.22,0.38
Anthony Barylla,de GER,DF,Erzgebirge Aue,24,1997,28,26,"2,232",24.8,1,1,2,1,0,0,2,0,0.8,0.8,1.3,2.0,14,56,34,0.04,0.04,0.08,0.04,0.08,0.03,0.05,0.08,0.03,0.08
Oliver Batista-Meier,de GER,"MF,FW",Dresden,20,2001,13,8,709,7.9,0,1,1,0,0,0,2,0,0.4,0.4,1.6,2.1,10,27,40,0.00,0.13,0.13,0.00,0.13,0.06,0.20,0.26,0.06,0.26
Malik Batmaz,de GER,"FW,MF",Karlsruher,21,2000,20,4,384,4.3,3,0,3,3,0,0,2,0,0.7,0.7,0.8,1.5,6,8,27,0.70,0.00,0.70,0.70,0.70,0.16,0.19,0.35,0.16,0.35
Tom Baumgart,de GER,"MF,FW",Erzgebirge Aue,23,1997,17,3,477,5.3,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.1,6,17,14,0.00,0.00,0.00,0.00,0.00,0.16,0.05,0.21,0.16,0.21
Bentley Baxter Bahn,de GER,MF,Hansa Rostock,28,1992,27,14,"1,318",14.6,1,1,2,0,1,1,4,0,1.6,0.8,2.0,2.9,10,46,65,0.07,0.07,0.14,0.00,0.07,0.11,0.14,0.25,0.06,0.20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
André Becker,de GER,"DF,FW",Jahn R'burg,25,1996,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Robin Becker,de GER,DF,Dresden,24,1997,18,11,844,9.4,0,0,0,0,0,0,4,1,0.7,0.7,0.1,0.8,10,37,9,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
Timo Becker,de GER,DF,Hansa Rostock,24,1997,14,14,"1,077",12.0,0,1,1,0,0,0,0,0,0.9,0.9,0.1,1.0,21,39,26,0.00,0.08,0.08,0.00,0.08,0.07,0.01,0.09,0.07,0.09
Timo Becker,de GER,DF,Schalke 04,24,1997,5,0,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hanno Behrens,de GER,MF,Hansa Rostock,31,1990,27,25,"2,072",23.0,5,4,9,5,0,0,3,0,6.3,6.3,3.2,9.5,21,76,75,0.22,0.17,0.39,0.22,0.39,0.27,0.14,0.41,0.27,0.41
Morten Behrens,de GER,GK,Darmstadt 98,24,1997,4,3,295,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Maximilian Beier,de GER,"FW,MF",Hannover 96,18,2002,30,25,"2,088",23.2,3,3,6,3,0,0,4,0,5.8,5.8,3.8,9.5,66,35,158,0.13,0.13,0.26,0.13,0.26,0.25,0.16,0.41,0.25,0.41
Marcel Beifus,de GER,DF,St. Pauli,18,2002,11,6,504,5.6,1,1,2,1,0,0,1,1,0.5,0.5,0.2,0.7,4,17,6,0.18,0.18,0.36,0.18,0.36,0.09,0.03,0.12,0.09,0.12
Maximilian Beister,de GER,"FW,MF",Ingolstadt 04,30,1990,9,5,418,4.6,0,1,1,0,0,0,2,0,1.1,1.1,0.3,1.4,8,10,25,0.00,0.22,0.22,0.00,0.22,0.24,0.07,0.31,0.24,0.31
Rico Benatelli,de GER,MF,St. Pauli,29,1992,22,4,740,8.2,0,0,0,0,0,0,1,0,0.5,0.5,0.7,1.1,17,66,23,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14
Marcel Benger,de GER,MF,Holstein Kiel,23,1998,10,7,617,6.9,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.8,5,45,5,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11
Charlison Benschop,cw CUW,"FW,MF",Sandhausen,31,1989,13,5,637,7.1,0,1,1,0,0,0,3,0,0.4,0.4,0.9,1.3,1,7,35,0.00,0.14,0.14,0.00,0.14,0.06,0.13,0.19,0.06,0.19
Erich Berko,de GER,"MF,FW",Darmstadt 98,26,1994,12,2,219,2.4,0,1,1,0,0,0,2,0,0.2,0.2,0.5,0.6,10,6,25,0.00,0.41,0.41,0.00,0.41,0.07,0.20,0.27,0.07,0.27
Erich Berko,de GER,"FW,MF",Sandhausen,26,1994,9,4,337,3.7,0,1,1,0,0,0,1,0,1.7,1.7,0.1,1.8,6,5,26,0.00,0.27,0.27,0.00,0.27,0.45,0.04,0.49,0.45,0.49
Jan-Niklas Beste,de GER,"MF,FW",Jahn R'burg,22,1999,26,22,"1,983",22.0,4,5,9,4,0,0,6,0,4.0,4.0,3.9,7.8,40,31,146,0.18,0.23,0.41,0.18,0.41,0.18,0.18,0.36,0.18,0.36
Max Besuschkow,de GER,MF,Jahn R'burg,24,1997,33,33,"2,856",31.7,5,4,9,4,1,2,3,0,5.9,4.3,3.3,7.6,50,228,74,0.16,0.13,0.28,0.13,0.25,0.19,0.10,0.29,0.14,0.24
Julius Biada,de GER,"FW,MF",Sandhausen,28,1992,3,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Filip Bilbija,de GER,MF,Ingolstadt 04,21,2000,28,20,"1,903",21.1,7,1,8,7,0,0,2,0,7.1,7.1,1.5,8.6,33,53,112,0.33,0.05,0.38,0.33,0.38,0.33,0.07,0.41,0.33,0.41
Leonardo Bittencourt,de GER,MF,Werder Bremen,27,1993,22,19,"1,539",17.1,2,4,6,2,0,0,8,0,4.5,4.5,3.4,7.9,66,81,140,0.12,0.23,0.35,0.12,0.35,0.26,0.20,0.46,0.26,0.46
Adam Bodzek,de GER,"MF,DF",Düsseldorf,35,1985,14,10,912,10.1,1,0,1,1,0,0,4,0,0.6,0.6,0.0,0.6,3,40,0,0.10,0.00,0.10,0.10,0.10,0.06,0.00,0.06,0.06,0.06
Dennis Borkowski,de GER,FW,Nürnberg,19,2002,10,5,411,4.6,0,1,1,0,0,0,0,0,0.6,0.6,0.2,0.8,15,6,30,0.00,0.22,0.22,0.00,0.22,0.13,0.05,0.18,0.13,0.18
Robin Bormuth,de GER,DF,Karlsruher,25,1995,8,7,658,7.3,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.4,2,26,1,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
Julian Börner,de GER,DF,Hannover 96,30,1991,26,26,"2,244",24.9,2,0,2,2,0,0,8,1,1.7,1.7,0.9,2.6,36,111,11,0.08,0.00,0.08,0.08,0.08,0.07,0.04,0.10,0.07,0.10
Brandon Borrello,au AUS,"FW,MF",Dresden,26,1995,16,11,758,8.4,0,0,0,0,0,0,3,0,0.8,0.8,0.8,1.6,14,16,58,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.20,0.10,0.20
Nassim Boujellab,ma MAR,MF,Ingolstadt 04,22,1999,8,0,201,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,10,8,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlo Boukhalfa,ma MAR,"MF,FW",Jahn R'burg,22,1999,31,25,"1,937",21.5,4,0,4,4,0,0,4,1,2.9,2.9,1.7,4.7,13,61,89,0.19,0.00,0.19,0.19,0.19,0.14,0.08,0.22,0.14,0.22
Róbert Boženík,sk SVK,"FW,MF",Düsseldorf,21,1999,20,3,477,5.3,2,0,2,2,0,0,2,0,2.4,2.4,0.6,3.0,8,6,15,0.38,0.00,0.38,0.38,0.38,0.46,0.11,0.57,0.46,0.57
Pascal Breier,de GER,"FW,MF",Hansa Rostock,29,1992,13,5,482,5.4,4,1,5,4,0,0,0,0,1.6,1.6,1.0,2.6,5,24,31,0.75,0.19,0.93,0.75,0.93,0.30,0.19,0.49,0.30,0.49
Tim Breithaupt,de GER,MF,Karlsruher,19,2002,29,27,"2,288",25.4,0,3,3,0,0,0,7,0,0.9,0.9,1.1,2.0,8,85,11,0.00,0.12,0.12,0.00,0.12,0.04,0.04,0.08,0.04,0.08
Steve Breitkreuz,de GER,DF,Jahn R'burg,29,1992,29,28,"2,472",27.5,3,0,3,3,0,0,6,0,2.2,2.2,0.9,3.0,5,73,5,0.11,0.00,0.11,0.11,0.11,0.08,0.03,0.11,0.08,0.11
Kevin Broll,de GER,GK,Dresden,25,1995,29,29,"2,610",29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Christopher Buchtmann,de GER,MF,St. Pauli,29,1992,22,7,681,7.6,2,0,2,2,0,0,1,0,1.2,1.2,0.7,1.8,23,41,46,0.26,0.00,0.26,0.26,0.26,0.16,0.09,0.24,0.16,0.24
Marius Bülter,de GER,"FW,MF",Schalke 04,28,1993,32,28,"2,466",27.4,10,10,20,10,0,0,2,0,9.4,9.4,7.4,16.7,95,59,265,0.36,0.36,0.73,0.36,0.73,0.34,0.27,0.61,0.34,0.61
Fabijan Buntić,hr CRO,GK,Ingolstadt 04,24,1997,18,17,"1,534",17.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guido Burgstaller,at AUT,FW,St. Pauli,32,1989,31,31,"2,695",29.9,18,7,25,14,4,4,4,0,16.1,13.4,6.8,20.2,46,72,313,0.60,0.23,0.83,0.47,0.70,0.54,0.23,0.76,0.45,0.67
Dženis Burnić,ba BIH,MF,Heidenheim,23,1998,28,20,"1,485",16.5,0,1,1,0,0,0,4,0,0.9,0.9,1.1,2.0,22,95,47,0.00,0.06,0.06,0.00,0.06,0.06,0.07,0.12,0.06,0.12
Marnon Busch,de GER,DF,Heidenheim,26,1994,28,27,"2,400",26.7,0,2,2,0,0,0,5,1,0.2,0.2,3.1,3.3,77,131,88,0.00,0.07,0.07,0.00,0.07,0.01,0.12,0.12,0.01,0.12
Gaëtan Bussmann,fr FRA,DF,Erzgebirge Aue,30,1991,17,12,"1,023",11.4,1,0,1,1,0,0,3,0,1.2,1.2,0.5,1.7,1,25,6,0.09,0.00,0.09,0.09,0.09,0.11,0.04,0.15,0.11,0.15
Justin Butler,de GER,"FW,DF",Ingolstadt 04,20,2001,5,0,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,3,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
Malcolm Cacutalua,de GER,DF,Erzgebirge Aue,26,1994,14,10,"1,015",11.3,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,7,18,3,0.00,0.09,0.09,0.00,0.09,0.02,0.01,0.03,0.02,0.03
Kerim Calhanoglu,de GER,"DF,MF",Schalke 04,18,2002,10,7,619,6.9,0,1,1,0,0,0,2,0,0.3,0.3,1.3,1.6,22,22,34,0.00,0.15,0.15,0.00,0.15,0.05,0.19,0.24,0.05,0.24
Kaan Caliskaner,de GER,"FW,MF",Jahn R'burg,21,1999,17,2,269,3.0,2,0,2,2,0,0,1,0,1.7,1.7,0.0,1.7,11,7,20,0.67,0.00,0.67,0.67,0.67,0.56,0.02,0.58,0.56,0.58
Jonas Carls,de GER,"DF,FW",Paderborn 07,24,1997,16,5,544,6.0,1,0,1,1,0,0,1,0,0.5,0.5,0.2,0.7,8,26,25,0.17,0.00,0.17,0.17,0.17,0.08,0.04,0.12,0.08,0.12
Dirk Carlson,lu LUX,DF,Erzgebirge Aue,23,1998,28,26,"2,258",25.1,0,1,1,0,0,0,6,0,0.9,0.9,1.5,2.4,29,68,19,0.00,0.04,0.04,0.00,0.04,0.04,0.06,0.09,0.04,0.09
Nico Carrera,us USA,DF,Holstein Kiel,19,2002,2,1,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jens Castrop,de GER,"MF,DF",Nürnberg,18,2003,5,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Fabian Cavadias,de GER,MF,Ingolstadt 04,19,2001,6,2,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Nemanja Celic,at AUT,MF,Darmstadt 98,22,1999,14,2,349,3.9,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,6,20,5,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13
Giorgi Chakvetadze,ge GEO,"FW,MF",Hamburger SV,21,1999,10,2,329,3.7,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,18,15,48,0.27,0.00,0.27,0.27,0.27,0.21,0.03,0.24,0.21,0.24
Fabio Chiarodia,it ITA,DF,Werder Bremen,16,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darko Churlinov,mk MKD,"FW,DF",Schalke 04,21,2000,22,13,"1,272",14.1,2,4,6,2,0,0,4,0,5.2,5.2,3.5,8.7,55,61,105,0.14,0.28,0.42,0.14,0.42,0.37,0.25,0.61,0.37,0.61
Jamilu Collins,ng NGA,DF,Paderborn 07,26,1994,20,19,"1,548",17.2,1,3,4,1,0,0,5,1,0.5,0.5,1.0,1.5,43,74,80,0.06,0.17,0.23,0.06,0.23,0.03,0.06,0.09,0.03,0.09
Christian Conteh,de GER,"MF,FW",Sandhausen,21,1999,4,0,73,0.8,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,1,1,6,0.00,1.23,1.23,0.00,1.23,0.14,0.34,0.47,0.14,0.47
Marcel Correia,pt POR,DF,Paderborn 07,32,1989,15,8,839,9.3,1,1,2,1,0,0,1,0,0.7,0.7,0.5,1.2,9,20,3,0.11,0.11,0.21,0.11,0.21,0.07,0.05,0.13,0.07,0.13
Lucas Cueto,de GER,"FW,MF",Karlsruher,25,1996,20,9,861,9.6,0,2,2,0,0,0,0,0,1.3,1.3,1.5,2.8,24,10,60,0.00,0.21,0.21,0.00,0.21,0.13,0.15,0.29,0.13,0.29
Marvin Cuni,al ALB,"FW,MF",Paderborn 07,20,2001,11,1,235,2.6,0,0,0,0,0,0,0,1,0.5,0.5,0.0,0.6,5,3,22,0.00,0.00,0.00,0.00,0.00,0.21,0.02,0.22,0.21,0.22
Rufat Dadashov,az AZE,FW,Schalke 04,29,1991,2,1,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Christoph Daferner,de GER,"FW,MF",Dresden,23,1998,32,32,"2,803",31.1,13,2,15,11,2,2,5,0,11.8,10.3,1.9,12.1,15,56,204,0.42,0.06,0.48,0.35,0.42,0.38,0.06,0.44,0.33,0.39
Thomas Dähne,de GER,GK,Holstein Kiel,27,1994,23,22,"2,043",22.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lukas Daschner,de GER,"FW,MF",St. Pauli,22,1998,12,2,335,3.7,1,0,1,1,0,0,0,0,2.3,2.3,0.1,2.3,10,11,30,0.27,0.00,0.27,0.27,0.27,0.60,0.02,0.62,0.60,0.62
Jonas David,de GER,DF,Hamburger SV,21,2000,21,13,"1,234",13.7,0,0,0,0,0,0,2,0,0.8,0.8,0.5,1.3,25,49,9,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10
Jannik Dehm,de GER,DF,Hannover 96,25,1996,17,14,"1,314",14.6,0,0,0,0,0,0,4,0,0.1,0.1,0.5,0.6,19,49,42,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Johannes van den Bergh,de GER,DF,Holstein Kiel,34,1986,18,13,"1,200",13.3,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1.0,33,96,49,0.00,0.07,0.07,0.00,0.07,0.01,0.07,0.08,0.01,0.08
Jasper van der Werff,ch SUI,DF,Paderborn 07,22,1998,30,27,"2,396",26.6,0,0,0,0,0,0,6,0,1.0,1.0,0.0,1.0,19,78,5,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Maurice Deville,lu LUX,"FW,MF",Sandhausen,29,1992,12,0,130,1.4,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.0,1,4,12,0.00,0.00,0.00,0.00,0.00,0.42,0.25,0.67,0.42,0.67
Oumar Diakhite,sn SEN,DF,Sandhausen,27,1993,7,2,255,2.8,0,1,1,0,0,0,3,1,0.2,0.2,0.0,0.2,0,5,0,0.00,0.35,0.35,0.00,0.35,0.07,0.02,0.09,0.07,0.09
Agyemang Diawusie,de GER,"FW,DF",Dresden,23,1998,14,5,650,7.2,0,3,3,0,0,0,3,0,0.5,0.5,1.5,1.9,53,34,65,0.00,0.42,0.42,0.00,0.42,0.07,0.21,0.27,0.07,0.27
Dennis Diekmeier,de GER,DF,Sandhausen,31,1989,25,21,"1,808",20.1,1,1,2,1,0,0,9,0,1.1,1.1,1.6,2.7,31,51,48,0.05,0.05,0.10,0.05,0.10,0.05,0.08,0.13,0.05,0.13
Mark Diemers,nl NED,MF,Hannover 96,27,1993,15,12,"1,076",12.0,0,1,1,0,0,0,2,0,0.4,0.4,1.2,1.5,9,62,15,0.00,0.08,0.08,0.00,0.08,0.03,0.10,0.13,0.03,0.13
Eren Dinkçi,de GER,"FW,MF",Werder Bremen,19,2001,21,8,634,7.0,0,2,2,0,0,0,1,0,1.6,1.6,1.8,3.4,22,18,72,0.00,0.28,0.28,0.00,0.28,0.23,0.25,0.49,0.23,0.49
Max Dittgen,de GER,FW,St. Pauli,26,1995,23,10,957,10.6,4,2,6,4,0,0,1,0,3.3,3.3,2.5,5.8,35,19,108,0.38,0.19,0.56,0.38,0.56,0.31,0.24,0.55,0.31,0.55
Lee Donggyeong,kr KOR,MF,Schalke 04,23,1997,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Johannes Dörfler,de GER,"DF,FW",Paderborn 07,24,1996,6,0,103,1.1,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.6,1,4,9,0.00,0.00,0.00,0.00,0.00,0.51,0.06,0.57,0.51,0.57
Moussa Doumbouya,gn GUI,FW,Hannover 96,23,1998,3,0,56,0.6,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0,1,4,0.00,0.00,0.00,0.00,0.00,0.67,0.33,1.00,0.67,1.00
Nikola Dovedan,at AUT,"FW,MF",Nürnberg,27,1994,31,17,"1,560",17.3,7,1,8,6,1,1,6,1,5.5,5.3,2.7,8.1,41,37,95,0.40,0.06,0.46,0.35,0.40,0.32,0.16,0.48,0.31,0.47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Doyle,eng ENG,MF,Hamburger SV,19,2001,6,0,77,0.9,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,8,8,9,1.17,0.00,1.17,1.17,1.17,0.54,0.11,0.65,0.54,0.65
Václav Drchal,cz CZE,"FW,MF",Dresden,22,1999,13,6,513,5.7,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,14,4,31,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.11,0.09,0.11
Patrick Drewes,de GER,GK,Sandhausen,28,1993,33,33,"2,970",33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dominick Drexler,de GER,"MF,FW",Schalke 04,31,1990,23,20,"1,739",19.3,3,5,8,3,0,0,5,0,2.6,2.6,3.5,6.2,54,101,107,0.16,0.26,0.41,0.16,0.41,0.14,0.18,0.32,0.14,0.32
